"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"","X31664","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 544826; quant.mz: 205; Binbase_ID: 31664; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X5990","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 301233; quant.mz: 188; Binbase_ID: 5990; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X50367","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 1030810; quant.mz: 357; Binbase_ID: 50367; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X126423","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 511515; quant.mz: 110; Binbase_ID: 126423; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X110013","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 823823; quant.mz: 117; Binbase_ID: 110013; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X125664","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 416269; quant.mz: 171; Binbase_ID: 125664; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X10176","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 843931; quant.mz: 217; Binbase_ID: 10176; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X41811","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 568579; quant.mz: 197; Binbase_ID: 41811; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X1064","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 594945; quant.mz: 117; Binbase_ID: 1064; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X4263","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 968724; quant.mz: 85; Binbase_ID: 4263; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X49400","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 561303; quant.mz: 85; Binbase_ID: 49400; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X124996","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 505556; quant.mz: 166; Binbase_ID: 124996; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X448","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 311994; quant.mz: 231; Binbase_ID: 448; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X5276","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 281469; quant.mz: 145; Binbase_ID: 5276; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X16788","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 865160; quant.mz: 446; Binbase_ID: 16788; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X4986","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 525275; quant.mz: 156; Binbase_ID: 4986; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X5269","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 586846; quant.mz: 205; Binbase_ID: 5269; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X22863","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 292339; quant.mz: 88; Binbase_ID: 22863; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X100666","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 436137; quant.mz: 114; Binbase_ID: 100666; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X20903","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 483273; quant.mz: 131; Binbase_ID: 20903; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X121002","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 596203; quant.mz: 197; Binbase_ID: 121002; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X119129","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 750680; quant.mz: 103; Binbase_ID: 119129; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X1029","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 220340; quant.mz: 85; Binbase_ID: 1029; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X2936","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 380544; quant.mz: 85; Binbase_ID: 2936; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X117141","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 266458; quant.mz: 97; Binbase_ID: 117141; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X124963","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 510394; quant.mz: 110; Binbase_ID: 124963; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X47358","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 563794; quant.mz: 279; Binbase_ID: 47358; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X91","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 221732; quant.mz: 100; Binbase_ID: 91; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X103102","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 373630; quant.mz: 117; Binbase_ID: 103102; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X46138","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 283016; quant.mz: 145; Binbase_ID: 46138; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X44509","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 470254; quant.mz: 243; Binbase_ID: 44509; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X17651","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 535097; quant.mz: 275; Binbase_ID: 17651; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X443","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 222093; quant.mz: 131; Binbase_ID: 443; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X5346","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 494094; quant.mz: 85; Binbase_ID: 5346; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X1996","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 320124; quant.mz: 156; Binbase_ID: 1996; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X62263","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 753486; quant.mz: 369; Binbase_ID: 62263; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X87822","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 700035; quant.mz: 160; Binbase_ID: 87822; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X129225","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 296924; quant.mz: 99; Binbase_ID: 129225; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X657","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 227730; quant.mz: 173; Binbase_ID: 657; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X122191","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 286291; quant.mz: 187; Binbase_ID: 122191; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X4746","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 548258; quant.mz: 275; Binbase_ID: 4746; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X47221","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 686542; quant.mz: 237; Binbase_ID: 47221; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X610256","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 610256; quant.mz: 116; Binbase_ID: 15370; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X4609","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 685736; quant.mz: 187; Binbase_ID: 4609; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X3228","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 295060; quant.mz: 184; Binbase_ID: 3228; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X1878","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 573497; quant.mz: 85; Binbase_ID: 1878; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X2900","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 569952; quant.mz: 156; Binbase_ID: 2900; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X46131","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 703272; quant.mz: 204; Binbase_ID: 46131; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X4292","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 867404; quant.mz: 129; Binbase_ID: 4292; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X110612","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 715649; quant.mz: 172; Binbase_ID: 110612; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X109386","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 542775; quant.mz: 204; Binbase_ID: 109386; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X21885","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 837239; quant.mz: 85; Binbase_ID: 21885; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X6646","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 584590; quant.mz: 205; Binbase_ID: 6646; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X17068","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 265535; quant.mz: 267; Binbase_ID: 17068; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X2476","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 292320; quant.mz: 145; Binbase_ID: 2476; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X47","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 354110; quant.mz: 85; Binbase_ID: 47; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X46362","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 429380; quant.mz: 229; Binbase_ID: 46362; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X4793","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 873697; quant.mz: 446; Binbase_ID: 4793; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X112264","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 385239; quant.mz: 183; Binbase_ID: 112264; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X121890","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 360560; quant.mz: 155; Binbase_ID: 121890; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X3781","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 948550; quant.mz: 191; Binbase_ID: 3781; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X110321","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 532288; quant.mz: 203; Binbase_ID: 110321; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
"","X119066","ADMCGCTOF","ADMC Metabolomic Analysis by Gas chromatography time of flight mass spectrometry (GCTOF) Data [ADNI1]","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","ret.index: 740885; quant.mz: 117; Binbase_ID: 119066; KEGG: ; PubChem: NA; InChI_Key:  ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-09-18 15:04:24.0"
